"","X","curr_name","TOTAGE","preds1","species_code","preds_lm","preds_nls","preds_mixed"
"1860",6018,"Douglas-fir",300,44.5041312140404,"PseuMenz",52.2866729504893,41.0656387686003,66.975412933256
"1861",6122,"Douglas-fir",305,45.1739034413255,"PseuMenz",52.4714679911998,41.123504641158,67.6234355369013
"1862",6220,"Douglas-fir",310,45.8426190989939,"PseuMenz",52.6404843738708,41.1781696179005,68.2535035491946
"1863",6318,"Douglas-fir",315,46.5102968567,"PseuMenz",52.7943063873666,41.2298537467071,68.865999299955
"1864",6418,"Douglas-fir",320,47.1769547632698,"PseuMenz",52.9334987521552,41.2787591855344,69.4612993620914
"1865",6518,"Douglas-fir",325,47.8426102767181,"PseuMenz",53.0586071364219,41.3250718650485,70.0397743511763
"1866",6618,"Douglas-fir",330,48.5072802923758,"PseuMenz",53.170158679202,41.3689629790397,70.6017887646516
"1867",6718,"Douglas-fir",335,49.1709811692725,"PseuMenz",53.2686625169371,41.4105903220971,71.1477008560978
"1868",6818,"Douglas-fir",340,49.8337287549061,"PseuMenz",53.3546103104185,41.450099491662,71.6778625405009
"1869",6918,"Douglas-fir",345,50.4955384085221,"PseuMenz",53.4284767695589,41.4876249695133,72.1926193268903
"1870",7018,"Douglas-fir",350,51.1564250230113,"PseuMenz",53.4907201738551,41.5232910959432,72.692310275116
"1871",7122,"Douglas-fir",355,51.8164030455263,"PseuMenz",53.5417828867605,41.557212948308,73.1772679738808
"1872",7220,"Douglas-fir",360,52.4754864969092,"PseuMenz",53.5820918624989,41.5894971342663,73.6478185374563
"1873",7318,"Douglas-fir",365,53.1336889900156,"PseuMenz",53.6120591441178,41.6202425088131,74.1042816187884
"1874",7418,"Douglas-fir",370,53.7910237470094,"PseuMenz",53.6320823518138,41.6495408231696,74.5469704369417
"1875",7518,"Douglas-fir",375,54.4475036157018,"PseuMenz",53.6425451607574,41.6774773126603,74.9761918170572
"1876",7618,"Douglas-fir",380,55.1031410849979,"PseuMenz",53.6438177678192,41.7041312299027,75.3922462411899
"1877",7718,"Douglas-fir",385,55.757948299511,"PseuMenz",53.6362573467458,41.729576328923,75.7954279085704
"1878",7818,"Douglas-fir",390,56.4119370734006,"PseuMenz",53.6202084914585,41.7538813051828,76.1860248039911
"1879",7918,"Douglas-fir",395,57.0651189034828,"PseuMenz",53.5960036472559,41.7771101959543,76.5643187731576
"1880",8018,"Douglas-fir",400,57.7175049816624,"PseuMenz",53.5639635297956,41.799322744992,76.9305856039702
"1881",8122,"Douglas-fir",405,58.369106206728,"PseuMenz",53.5243975318043,41.8205747350254,77.2850951128144
"1882",8220,"Douglas-fir",410,59.0199331955513,"PseuMenz",53.4776041175338,41.8409182912118,77.6281112350384
"1883",8318,"Douglas-fir",415,59.6699962937265,"PseuMenz",53.4238712050372,41.8604021583606,77.9598921188846
"1884",8418,"Douglas-fir",420,60.3193055856861,"PseuMenz",53.3634765363826,41.8790719544399,78.280690222226
"1885",8518,"Douglas-fir",425,60.9678709043226,"PseuMenz",53.2966880359641,41.8969704026135,78.5907524115257
"1886",8618,"Douglas-fir",430,61.6157018401464,"PseuMenz",53.2237641570976,41.9141375438264,78.8903200625068
"1887",8718,"Douglas-fir",435,62.2628077500094,"PseuMenz",53.1449542171207,41.9306109317466,79.1796291620758
"1888",8818,"Douglas-fir",440,62.909197765416,"PseuMenz",53.06049872123,41.9464258116892,79.4589104110939
"1889",8918,"Douglas-fir",445,63.5548808004491,"PseuMenz",52.9706296753118,41.9616152849834,79.7283893276398
"1890",9018,"Douglas-fir",450,64.1998655593299,"PseuMenz",52.8755708880307,41.9762104600994,79.9882863504471
"1891",9122,"Douglas-fir",455,64.8441605436352,"PseuMenz",52.7755382624532,41.9902405917181,80.2388169422381
"1892",9220,"Douglas-fir",460,65.4877740591894,"PseuMenz",52.6707400774871,42.0037332088155,80.4801916927075
"1893",9318,"Douglas-fir",465,66.1307142226488,"PseuMenz",52.561377259425,42.0167142327244,80.7126164209452
"1894",9418,"Douglas-fir",470,66.7729889677981,"PseuMenz",52.4476436438795,42.0292080860471,80.936292277106
"1895",9518,"Douglas-fir",475,67.4146060515707,"PseuMenz",52.3297262284012,42.0412377932081,81.1514158431656
"1896",9618,"Douglas-fir",480,68.0555730598103,"PseuMenz",52.207805416067,42.0528250733602,81.3581792326209
"1897",9718,"Douglas-fir",485,68.6958974127869,"PseuMenz",52.0820552503249,42.0639904262914,81.5567701890124
"1898",9818,"Douglas-fir",490,69.3355863704797,"PseuMenz",51.9526436413808,42.0747532119214,81.7473721831635
"1899",9918,"Douglas-fir",495,69.9746470376392,"PseuMenz",51.8197325844035,42.0851317239186,81.9301645090481
"1900",10018,"Douglas-fir",500,70.6130863686405,"PseuMenz",51.6834783698251,42.095143257923,82.1053223782126
"1901",1103,"redwood",5,1.6879571374427,"SequSemp",NA,NA,NA
"1902",2103,"redwood",10,3.00304959382738,"SequSemp",NA,NA,NA
"1903",3103,"redwood",15,4.2064987069238,"SequSemp",NA,NA,NA
"1904",4103,"redwood",20,5.34273451792134,"SequSemp",NA,NA,NA
"1905",5103,"redwood",25,6.43147157837367,"SequSemp",NA,NA,NA
"1906",6103,"redwood",30,7.48379443591868,"SequSemp",NA,NA,NA
"1907",7103,"redwood",35,8.50676971135268,"SequSemp",NA,NA,NA
"1908",8103,"redwood",40,9.50527496704036,"SequSemp",NA,NA,NA
"1909",9103,"redwood",45,10.4828677096383,"SequSemp",NA,NA,NA
"1910",1019,"redwood",50,11.4422503289442,"SequSemp",NA,NA,NA
"1911",1123,"redwood",55,12.3855408597538,"SequSemp",NA,NA,NA
"1912",1221,"redwood",60,13.3144410734992,"SequSemp",NA,NA,NA
"1913",1319,"redwood",65,14.2303461917005,"SequSemp",NA,NA,NA
"1914",1419,"redwood",70,15.1344194469085,"SequSemp",NA,NA,NA
"1915",1519,"redwood",75,16.0276444691205,"SequSemp",NA,NA,NA
"1916",1619,"redwood",80,16.9108631349693,"SequSemp",NA,NA,NA
"1917",1719,"redwood",85,17.7848035720432,"SequSemp",NA,NA,NA
"1918",1819,"redwood",90,18.6501013084191,"SequSemp",NA,NA,NA
"1919",1919,"redwood",95,19.5073155333213,"SequSemp",NA,NA,NA
"1920",2019,"redwood",100,20.3569417970327,"SequSemp",NA,NA,NA
"1921",2123,"redwood",105,21.1994220689258,"SequSemp",NA,NA,NA
"1922",2221,"redwood",110,22.0351528028529,"SequSemp",NA,NA,NA
"1923",2319,"redwood",115,22.864491477303,"SequSemp",NA,NA,NA
"1924",2419,"redwood",120,23.6877619525263,"SequSemp",NA,NA,NA
"1925",2519,"redwood",125,24.5052588989881,"SequSemp",NA,NA,NA
"1926",2619,"redwood",130,25.3172514888341,"SequSemp",NA,NA,NA
"1927",2719,"redwood",135,26.123986496632,"SequSemp",NA,NA,NA
"1928",2819,"redwood",140,26.9256909222877,"SequSemp",NA,NA,NA
"1929",2919,"redwood",145,27.7225742241929,"SequSemp",NA,NA,NA
"1930",3019,"redwood",150,28.5148302319589,"SequSemp",NA,NA,NA
"1931",3123,"redwood",155,29.3026387938509,"SequSemp",NA,NA,NA
"1932",3221,"redwood",160,30.086167203084,"SequSemp",NA,NA,NA
"1933",3319,"redwood",165,30.8655714386437,"SequSemp",NA,NA,NA
"1934",3419,"redwood",170,31.6409972496337,"SequSemp",NA,NA,NA
"1935",3519,"redwood",175,32.4125811069015,"SequSemp",NA,NA,NA
"1936",3619,"redwood",180,33.1804510415115,"SequSemp",NA,NA,NA
"1937",3719,"redwood",185,33.9447273862869,"SequSemp",NA,NA,NA
"1938",3819,"redwood",190,34.7055234339395,"SequSemp",NA,NA,NA
"1939",3919,"redwood",195,35.4629460231174,"SequSemp",NA,NA,NA
"1940",4019,"redwood",200,36.2170960619087,"SequSemp",NA,NA,NA
"1941",4123,"redwood",205,36.9680689968724,"SequSemp",NA,NA,NA
"1942",4221,"redwood",210,37.7159552344521,"SequSemp",NA,NA,NA
"1943",4319,"redwood",215,38.4608405206259,"SequSemp",NA,NA,NA
"1944",4419,"redwood",220,39.2028062838048,"SequSemp",NA,NA,NA
"1945",4519,"redwood",225,39.9419299452907,"SequSemp",NA,NA,NA
"1946",4619,"redwood",230,40.6782852010159,"SequSemp",NA,NA,NA
"1947",4719,"redwood",235,41.4119422777858,"SequSemp",NA,NA,NA
"1948",4819,"redwood",240,42.1429681668256,"SequSemp",NA,NA,NA
"1949",4919,"redwood",245,42.8714268370716,"SequSemp",NA,NA,NA
"1950",5019,"redwood",250,43.5973794303407,"SequSemp",NA,NA,NA
"1951",5123,"redwood",255,44.3208844402502,"SequSemp",NA,NA,NA
"1952",5221,"redwood",260,45.0419978765306,"SequSemp",NA,NA,NA
"1953",5319,"redwood",265,45.7607734161841,"SequSemp",NA,NA,NA
"1954",5419,"redwood",270,46.4772625427675,"SequSemp",NA,NA,NA
"1955",5519,"redwood",275,47.1915146749374,"SequSemp",NA,NA,NA
"1956",5619,"redwood",280,47.903577285263,"SequSemp",NA,NA,NA
"1957",5719,"redwood",285,48.6134960102067,"SequSemp",NA,NA,NA
"1958",5819,"redwood",290,49.3213147520686,"SequSemp",NA,NA,NA
"1959",5919,"redwood",295,50.0270757736147,"SequSemp",NA,NA,NA
"1960",6019,"redwood",300,50.7308197860255,"SequSemp",NA,NA,NA
"1961",6123,"redwood",305,51.4325860307412,"SequSemp",NA,NA,NA
"1962",6221,"redwood",310,52.1324123557205,"SequSemp",NA,NA,NA
"1963",6319,"redwood",315,52.8303352865767,"SequSemp",NA,NA,NA
"1964",6419,"redwood",320,53.5263900930133,"SequSemp",NA,NA,NA
"1965",6519,"redwood",325,54.2206108509356,"SequSemp",NA,NA,NA
"1966",6619,"redwood",330,54.9130305005838,"SequSemp",NA,NA,NA
"1967",6719,"redwood",335,55.603680900998,"SequSemp",NA,NA,NA
"1968",6819,"redwood",340,56.2925928810982,"SequSemp",NA,NA,NA
"1969",6919,"redwood",345,56.9797962876355,"SequSemp",NA,NA,NA
"1970",7019,"redwood",350,57.6653200302497,"SequSemp",NA,NA,NA
"1971",7123,"redwood",355,58.3491921238466,"SequSemp",NA,NA,NA
"1972",7221,"redwood",360,59.0314397284884,"SequSemp",NA,NA,NA
"1973",7319,"redwood",365,59.7120891869783,"SequSemp",NA,NA,NA
"1974",7419,"redwood",370,60.3911660602997,"SequSemp",NA,NA,NA
"1975",7519,"redwood",375,61.0686951610616,"SequSemp",NA,NA,NA
"1976",7619,"redwood",380,61.7447005850863,"SequSemp",NA,NA,NA
"1977",7719,"redwood",385,62.4192057412664,"SequSemp",NA,NA,NA
"1978",7819,"redwood",390,63.0922333798065,"SequSemp",NA,NA,NA
"1979",7919,"redwood",395,63.7638056189579,"SequSemp",NA,NA,NA
"1980",8019,"redwood",400,64.4339439703423,"SequSemp",NA,NA,NA
"1981",8123,"redwood",405,65.102669362958,"SequSemp",NA,NA,NA
"1982",8221,"redwood",410,65.7700021659519,"SequSemp",NA,NA,NA
"1983",8319,"redwood",415,66.4359622102344,"SequSemp",NA,NA,NA
"1984",8419,"redwood",420,67.1005688090098,"SequSemp",NA,NA,NA
"1985",8519,"redwood",425,67.7638407772882,"SequSemp",NA,NA,NA
"1986",8619,"redwood",430,68.4257964504422,"SequSemp",NA,NA,NA
"1987",8719,"redwood",435,69.0864537018643,"SequSemp",NA,NA,NA
"1988",8819,"redwood",440,69.7458299597787,"SequSemp",NA,NA,NA
"1989",8919,"redwood",445,70.4039422232579,"SequSemp",NA,NA,NA
"1990",9019,"redwood",450,71.0608070774893,"SequSemp",NA,NA,NA
"1991",9123,"redwood",455,71.7164407083355,"SequSemp",NA,NA,NA
"1992",9221,"redwood",460,72.3708589162277,"SequSemp",NA,NA,NA
"1993",9319,"redwood",465,73.0240771294307,"SequSemp",NA,NA,NA
"1994",9419,"redwood",470,73.6761104167132,"SequSemp",NA,NA,NA
"1995",9519,"redwood",475,74.3269734994572,"SequSemp",NA,NA,NA
"1996",9619,"redwood",480,74.9766807632354,"SequSemp",NA,NA,NA
"1997",9719,"redwood",485,75.6252462688874,"SequSemp",NA,NA,NA
"1998",9819,"redwood",490,76.2726837631197,"SequSemp",NA,NA,NA
"1999",9919,"redwood",495,76.9190066886555,"SequSemp",NA,NA,NA
"2000",10019,"redwood",500,77.5642281939563,"SequSemp",NA,NA,NA
"2001",1104,"giant sequoia",5,4.20307512946044,"SequGiga",NA,NA,0.0186429316812875
"2002",2104,"giant sequoia",10,6.76869153465347,"SequGiga",NA,NA,0.193570827556834
"2003",3104,"giant sequoia",15,8.94448707778809,"SequGiga",NA,NA,0.644776424355539
"2004",4104,"giant sequoia",20,10.9003964193167,"SequGiga",NA,NA,1.40595828436961
"2005",5104,"giant sequoia",25,12.7075348661448,"SequGiga",NA,NA,2.46702037922924
"2006",6104,"giant sequoia",30,14.4043282835664,"SequGiga",NA,NA,3.79978910183878
"2007",7104,"giant sequoia",35,16.014535917597,"SequGiga",NA,NA,5.37013095399292
"2008",8104,"giant sequoia",40,17.5541523040221,"SequGiga",NA,NA,7.14351223756337
"2009",9104,"giant sequoia",45,19.0345988640437,"SequGiga",NA,NA,9.08745716061715
"2010",1020,"giant sequoia",50,20.4643935750513,"SequGiga",NA,NA,11.1725177511896
"2011",1124,"giant sequoia",55,21.8501048176233,"SequGiga",NA,NA,13.3725257800646
"2012",1222,"giant sequoia",60,23.1969336526853,"SequGiga",NA,NA,15.6645046414437
"2013",1320,"giant sequoia",65,24.5090882202733,"SequGiga",NA,NA,18.0284303787127
"2014",1420,"giant sequoia",70,25.7900347621809,"SequGiga",NA,NA,20.4469372589635
"2015",1520,"giant sequoia",75,27.04267182951,"SequGiga",NA,NA,22.905015508232
"2016",1620,"giant sequoia",80,28.2694547298052,"SequGiga",NA,NA,25.389724044829
"2017",1720,"giant sequoia",85,29.4724866442786,"SequGiga",NA,NA,27.8899281118905
"2018",1820,"giant sequoia",90,30.653586773529,"SequGiga",NA,NA,30.3960649929734
"2019",1920,"giant sequoia",95,31.8143422548297,"SequGiga",NA,NA,32.8999375919732
"2020",2020,"giant sequoia",100,32.9561483644117,"SequGiga",NA,NA,35.3945340352502
"2021",2124,"giant sequoia",105,34.0802401003257,"SequGiga",NA,NA,37.8738707831205
"2022",2222,"giant sequoia",110,35.1877173152799,"SequGiga",NA,NA,40.3328565692699
"2023",2320,"giant sequoia",115,36.2795649492323,"SequGiga",NA,NA,42.7671745729656
"2024",2420,"giant sequoia",120,37.3566694880863,"SequGiga",NA,NA,45.1731804345334
"2025",2520,"giant sequoia",125,38.4198324798958,"SequGiga",NA,NA,47.5478139757551
"2026",2620,"giant sequoia",130,39.4697817309621,"SequGiga",NA,NA,49.8885227445798
"2027",2720,"giant sequoia",135,40.5071806537456,"SequGiga",NA,NA,52.1931957481341
"2028",2820,"giant sequoia",140,41.5326361286341,"SequGiga",NA,NA,54.4601059605568
"2029",2920,"giant sequoia",145,42.5467051603278,"SequGiga",NA,NA,56.6878603896588
"2030",3020,"giant sequoia",150,43.5499005487238,"SequGiga",NA,NA,58.875356658907
"2031",3124,"giant sequoia",155,44.542695748104,"SequGiga",NA,NA,61.0217452104286
"2032",3222,"giant sequoia",160,45.5255290531686,"SequGiga",NA,NA,63.1263963629252
"2033",3320,"giant sequoia",165,46.4988072232331,"SequGiga",NA,NA,65.1888715680985
"2034",3420,"giant sequoia",170,47.4629086346895,"SequGiga",NA,NA,67.2088983028489
"2035",3520,"giant sequoia",175,48.4181860351653,"SequGiga",NA,NA,69.1863481143615
"2036",3620,"giant sequoia",180,49.3649689596167,"SequGiga",NA,NA,71.1212174032477
"2037",3720,"giant sequoia",185,50.3035658580634,"SequGiga",NA,NA,73.0136105879027
"2038",3820,"giant sequoia",190,51.2342659762253,"SequGiga",NA,NA,74.8637253427046
"2039",3920,"giant sequoia",195,52.1573410234865,"SequGiga",NA,NA,76.6718396448892
"2040",4020,"giant sequoia",200,53.0730466570587,"SequGiga",NA,NA,78.4383004010035
"2041",4124,"giant sequoia",205,53.9816238066759,"SequGiga",NA,NA,80.1635134546993
"2042",4222,"giant sequoia",210,54.8832998604155,"SequGiga",NA,NA,81.8479348040607
"2043",4320,"giant sequoia",215,55.7782897291575,"SequGiga",NA,NA,83.4920628793451
"2044",4420,"giant sequoia",220,56.6667968046267,"SequGiga",NA,NA,85.0964317515012
"2045",4520,"giant sequoia",225,57.5490138238304,"SequGiga",NA,NA,86.6616051586039
"2046",4620,"giant sequoia",230,58.4251236509073,"SequGiga",NA,NA,88.1881712518056
"2047",4720,"giant sequoia",235,59.2952999858979,"SequGiga",NA,NA,89.6767379748814
"2048",4820,"giant sequoia",240,60.1597080086735,"SequGiga",NA,NA,91.1279290022463
"2049",4920,"giant sequoia",245,61.0185049651793,"SequGiga",NA,NA,92.5423801696649
"2050",5020,"giant sequoia",250,61.8718407022286,"SequGiga",NA,NA,93.9207363399876
"2051",5124,"giant sequoia",255,62.7198581563003,"SequGiga",NA,NA,95.2636486532931
"2052",5222,"giant sequoia",260,63.5626938011169,"SequGiga",NA,NA,96.5717721169398
"2053",5320,"giant sequoia",265,64.4004780582038,"SequGiga",NA,NA,97.8457634963781
"2054",5420,"giant sequoia",270,65.2333356741315,"SequGiga",NA,NA,99.0862794722311
"2055",5520,"giant sequoia",275,66.0613860677077,"SequGiga",NA,NA,100.293975033223
"2056",5620,"giant sequoia",280,66.8847436500182,"SequGiga",NA,NA,101.469502078097
"2057",5720,"giant sequoia",285,67.7035181198824,"SequGiga",NA,NA,102.613508202797
"2058",5820,"giant sequoia",290,68.5178147370108,"SequGiga",NA,NA,103.726635651902
"2059",5920,"giant sequoia",295,69.327734574903,"SequGiga",NA,NA,104.809520415735
"2060",6020,"giant sequoia",300,70.133374755304,"SequGiga",NA,NA,105.862791456673
"2061",6124,"giant sequoia",305,70.9348286658494,"SequGiga",NA,NA,106.887070050032
"2062",6222,"giant sequoia",310,71.7321861623588,"SequGiga",NA,NA,107.882969226576
"2063",6320,"giant sequoia",315,72.5255337570924,"SequGiga",NA,NA,108.851093305116
"2064",6420,"giant sequoia",320,73.3149547941487,"SequGiga",NA,NA,109.792037504966
"2065",6520,"giant sequoia",325,74.1005296130703,"SequGiga",NA,NA,110.706387629144
"2066",6620,"giant sequoia",330,74.8823357016188,"SequGiga",NA,NA,111.594719810218
"2067",6720,"giant sequoia",335,75.6604478385896,"SequGiga",NA,NA,112.457600311575
"2068",6820,"giant sequoia",340,76.4349382274532,"SequGiga",NA,NA,113.29558537768
"2069",6920,"giant sequoia",345,77.205876621539,"SequGiga",NA,NA,114.109221127605
"2070",7020,"giant sequoia",350,77.9733304414122,"SequGiga",NA,NA,114.899043486707
"2071",7124,"giant sequoia",355,78.7373648850336,"SequGiga",NA,NA,115.665578151911
"2072",7222,"giant sequoia",360,79.498043031242,"SequGiga",NA,NA,116.409340586511
"2073",7320,"giant sequoia",365,80.255425937051,"SequGiga",NA,NA,117.130836040894
"2074",7420,"giant sequoia",370,81.0095727292095,"SequGiga",NA,NA,117.83055959591
"2075",7520,"giant sequoia",375,81.7605406904363,"SequGiga",NA,NA,118.508996226039
"2076",7620,"giant sequoia",380,82.5083853407063,"SequGiga",NA,NA,119.166620879738
"2077",7720,"giant sequoia",385,83.2531605139322,"SequGiga",NA,NA,119.803898574697
"2078",7820,"giant sequoia",390,83.9949184303607,"SequGiga",NA,NA,120.421284505931
"2079",7920,"giant sequoia",395,84.7337097649727,"SequGiga",NA,NA,121.019224164879
"2080",8020,"giant sequoia",400,85.4695837121564,"SequGiga",NA,NA,121.598153467882
"2081",8124,"giant sequoia",405,86.2025880469014,"SequGiga",NA,NA,122.158498892577
"2082",8222,"giant sequoia",410,86.932769182739,"SequGiga",NA,NA,122.700677620903
"2083",8320,"giant sequoia",415,87.6601722266425,"SequGiga",NA,NA,123.225097687576
"2084",8420,"giant sequoia",420,88.3848410310791,"SequGiga",NA,NA,123.73215813299
"2085",8520,"giant sequoia",425,89.1068182433934,"SequGiga",NA,NA,124.222249159635
"2086",8620,"giant sequoia",430,89.8261453526917,"SequGiga",NA,NA,124.695752291218
"2087",8720,"giant sequoia",435,90.5428627343774,"SequGiga",NA,NA,125.153040533766
"2088",8820,"giant sequoia",440,91.2570096924828,"SequGiga",NA,NA,125.594478538068
"2089",8920,"giant sequoia",445,91.9686244999314,"SequGiga",NA,NA,126.020422762895
"2090",9020,"giant sequoia",450,92.6777444368504,"SequGiga",NA,NA,126.431221638492
"2091",9124,"giant sequoia",455,93.3844058270512,"SequGiga",NA,NA,126.827215729917
"2092",9222,"giant sequoia",460,94.0886440727851,"SequGiga",NA,NA,127.208737899811
"2093",9320,"giant sequoia",465,94.7904936878698,"SequGiga",NA,NA,127.576113470295
"2094",9420,"giant sequoia",470,95.489988329285,"SequGiga",NA,NA,127.929660383672
"2095",9520,"giant sequoia",475,96.1871608273183,"SequGiga",NA,NA,128.269689361677
"2096",9620,"giant sequoia",480,96.882043214347,"SequGiga",NA,NA,128.596504063075
"2097",9720,"giant sequoia",485,97.5746667523266,"SequGiga",NA,NA,128.910401239381
"2098",9820,"giant sequoia",490,98.2650619590613,"SequGiga",NA,NA,129.21167088856
"2099",9920,"giant sequoia",495,98.9532586333187,"SequGiga",NA,NA,129.50059640656
"2100",10020,"giant sequoia",500,99.6392858788523,"SequGiga",NA,NA,129.777454736554
"2101",1105,"Pacific yew",5,1.40368096013813,"TaxuBrev",NA,NA,NA
"2102",2105,"Pacific yew",10,2.02751332114268,"TaxuBrev",NA,NA,NA
"2103",3105,"Pacific yew",15,2.51408225411505,"TaxuBrev",NA,NA,NA
"2104",4105,"Pacific yew",20,2.9285930237356,"TaxuBrev",NA,NA,NA
"2105",5105,"Pacific yew",25,3.29662410223905,"TaxuBrev",NA,NA,NA
"2106",6105,"Pacific yew",30,3.6314058574714,"TaxuBrev",NA,NA,NA
"2107",7105,"Pacific yew",35,3.94084919342208,"TaxuBrev",NA,NA,NA
"2108",8105,"Pacific yew",40,4.23013600415663,"TaxuBrev",NA,NA,NA
"2109",9105,"Pacific yew",45,4.50288189406962,"TaxuBrev",NA,NA,NA
"2110",1021,"Pacific yew",50,4.76172967497682,"TaxuBrev",NA,NA,NA
"2111",1125,"Pacific yew",55,5.00868136426123,"TaxuBrev",NA,NA,NA
"2112",1223,"Pacific yew",60,5.24529715767769,"TaxuBrev",NA,NA,NA
"2113",1321,"Pacific yew",65,5.47282128745039,"TaxuBrev",NA,NA,NA
"2114",1421,"Pacific yew",70,5.69226516792775,"TaxuBrev",NA,NA,NA
"2115",1521,"Pacific yew",75,5.90446432579066,"TaxuBrev",NA,NA,NA
"2116",1621,"Pacific yew",80,6.1101185684166,"TaxuBrev",NA,NA,NA
"2117",1721,"Pacific yew",85,6.30982105922452,"TaxuBrev",NA,NA,NA
"2118",1821,"Pacific yew",90,6.50407983225755,"TaxuBrev",NA,NA,NA
"2119",1921,"Pacific yew",95,6.69333402058409,"TaxuBrev",NA,NA,NA
"2120",2021,"Pacific yew",100,6.87796630563819,"TaxuBrev",NA,NA,NA
"2121",2125,"Pacific yew",105,7.05831261140076,"TaxuBrev",NA,NA,NA
"2122",2223,"Pacific yew",110,7.23466975458541,"TaxuBrev",NA,NA,NA
"2123",2321,"Pacific yew",115,7.40730155459621,"TaxuBrev",NA,NA,NA
"2124",2421,"Pacific yew",120,7.57644376646444,"TaxuBrev",NA,NA,NA
"2125",2521,"Pacific yew",125,7.74230810282841,"TaxuBrev",NA,NA,NA
"2126",2621,"Pacific yew",130,7.90508554269124,"TaxuBrev",NA,NA,NA
"2127",2721,"Pacific yew",135,8.06494907585154,"TaxuBrev",NA,NA,NA
"2128",2821,"Pacific yew",140,8.22205599648104,"TaxuBrev",NA,NA,NA
"2129",2921,"Pacific yew",145,8.376549833287,"TaxuBrev",NA,NA,NA
"2130",3021,"Pacific yew",150,8.52856198432316,"TaxuBrev",NA,NA,NA
"2131",3125,"Pacific yew",155,8.67821310993208,"TaxuBrev",NA,NA,NA
"2132",3223,"Pacific yew",160,8.82561432621185,"TaxuBrev",NA,NA,NA
"2133",3321,"Pacific yew",165,8.97086823288306,"TaxuBrev",NA,NA,NA
"2134",3421,"Pacific yew",170,9.11406980283141,"TaxuBrev",NA,NA,NA
"2135",3521,"Pacific yew",175,9.2553071554423,"TaxuBrev",NA,NA,NA
"2136",3621,"Pacific yew",180,9.39466223177947,"TaxuBrev",NA,NA,NA
"2137",3721,"Pacific yew",185,9.53221138643397,"TaxuBrev",NA,NA,NA
"2138",3821,"Pacific yew",190,9.66802590829207,"TaxuBrev",NA,NA,NA
"2139",3921,"Pacific yew",195,9.80217248039623,"TaxuBrev",NA,NA,NA
"2140",4021,"Pacific yew",200,9.93471358739498,"TaxuBrev",NA,NA,NA
"2141",4125,"Pacific yew",205,10.0657078777102,"TaxuBrev",NA,NA,NA
"2142",4223,"Pacific yew",210,10.1952104864314,"TaxuBrev",NA,NA,NA
"2143",4321,"Pacific yew",215,10.3232733240258,"TaxuBrev",NA,NA,NA
"2144",4421,"Pacific yew",220,10.4499453351896,"TaxuBrev",NA,NA,NA
"2145",4521,"Pacific yew",225,10.5752727315365,"TaxuBrev",NA,NA,NA
"2146",4621,"Pacific yew",230,10.6992992012849,"TaxuBrev",NA,NA,NA
"2147",4721,"Pacific yew",235,10.8220660986692,"TaxuBrev",NA,NA,NA
"2148",4821,"Pacific yew",240,10.9436126154218,"TaxuBrev",NA,NA,NA
"2149",4921,"Pacific yew",245,11.0639759363604,"TaxuBrev",NA,NA,NA
"2150",5021,"Pacific yew",250,11.1831913808468,"TaxuBrev",NA,NA,NA
"2151",5125,"Pacific yew",255,11.3012925316568,"TaxuBrev",NA,NA,NA
"2152",5223,"Pacific yew",260,11.4183113526037,"TaxuBrev",NA,NA,NA
"2153",5321,"Pacific yew",265,11.534278296096,"TaxuBrev",NA,NA,NA
"2154",5421,"Pacific yew",270,11.6492224016612,"TaxuBrev",NA,NA,NA
"2155",5521,"Pacific yew",275,11.7631713863486,"TaxuBrev",NA,NA,NA
"2156",5621,"Pacific yew",280,11.8761517278156,"TaxuBrev",NA,NA,NA
"2157",5721,"Pacific yew",285,11.9881887408084,"TaxuBrev",NA,NA,NA
"2158",5821,"Pacific yew",290,12.0993066476684,"TaxuBrev",NA,NA,NA
"2159",5921,"Pacific yew",295,12.2095286434275,"TaxuBrev",NA,NA,NA
"2160",6021,"Pacific yew",300,12.3188769559891,"TaxuBrev",NA,NA,NA
"2161",6125,"Pacific yew",305,12.4273729018439,"TaxuBrev",NA,NA,NA
"2162",6223,"Pacific yew",310,12.5350369377176,"TaxuBrev",NA,NA,NA
"2163",6321,"Pacific yew",315,12.6418887085089,"TaxuBrev",NA,NA,NA
"2164",6421,"Pacific yew",320,12.7479470918387,"TaxuBrev",NA,NA,NA
"2165",6521,"Pacific yew",325,12.8532302394986,"TaxuBrev",NA,NA,NA
"2166",6621,"Pacific yew",330,12.9577556160598,"TaxuBrev",NA,NA,NA
"2167",6721,"Pacific yew",335,13.0615400348754,"TaxuBrev",NA,NA,NA
"2168",6821,"Pacific yew",340,13.1645996916896,"TaxuBrev",NA,NA,NA
"2169",6921,"Pacific yew",345,13.266950196045,"TaxuBrev",NA,NA,NA
"2170",7021,"Pacific yew",350,13.3686066006622,"TaxuBrev",NA,NA,NA
"2171",7125,"Pacific yew",355,13.4695834289488,"TaxuBrev",NA,NA,NA
"2172",7223,"Pacific yew",360,13.5698947007833,"TaxuBrev",NA,NA,NA
"2173",7321,"Pacific yew",365,13.6695539567023,"TaxuBrev",NA,NA,NA
"2174",7421,"Pacific yew",370,13.7685742806121,"TaxuBrev",NA,NA,NA
"2175",7521,"Pacific yew",375,13.8669683211324,"TaxuBrev",NA,NA,NA
