"SPCD","COMMON_NAME","GENUS","SPECIES","VARIETY","SUBSPECIES","SPECIES_SYMBOL","E_SPGRPCD","W_SPGRPCD","C_SPGRPCD","P_SPGRPCD","MAJOR_SPGRPCD","STOCKING_SPGRPCD","FOREST_TYPE_SPGRPCD","EXISTS_IN_NCRS","EXISTS_IN_NERS","EXISTS_IN_PNWRS","EXISTS_IN_RMRS","EXISTS_IN_SRS","SITETREE","SFTWD_HRDWD","ST_EXISTS_IN_NCRS","ST_EXISTS_IN_NERS","ST_EXISTS_IN_PNWRS","ST_EXISTS_IN_RMRS","ST_EXISTS_IN_SRS","CORE","EAST","WEST","CARIBBEAN","PACIFIC","WOODLAND","MANUAL_START","MANUAL_END","JENKINS_SPGRPCD","JENKINS_TOTAL_B1","JENKINS_TOTAL_B2","JENKINS_STEM_WOOD_RATIO_B1","JENKINS_STEM_WOOD_RATIO_B2","JENKINS_STEM_BARK_RATIO_B1","JENKINS_STEM_BARK_RATIO_B2","JENKINS_FOLIAGE_RATIO_B1","JENKINS_FOLIAGE_RATIO_B2","JENKINS_ROOT_RATIO_B1","JENKINS_ROOT_RATIO_B2","JENKINS_SAPLING_ADJUSTMENT","WOOD_SPGR_GREENVOL_DRYWT","WOOD_SPGR_GREENVOL_DRYWT_CIT","BARK_SPGR_GREENVOL_DRYWT","BARK_SPGR_GREENVOL_DRYWT_CIT","MC_PCT_GREEN_BARK","MC_PCT_GREEN_BARK_CIT","MC_PCT_GREEN_WOOD","MC_PCT_GREEN_WOOD_CIT","WOOD_SPGR_MC12VOL_DRYWT","WOOD_SPGR_MC12VOL_DRYWT_CIT","BARK_VOL_PCT","BARK_VOL_PCT_CIT","RAILE_STUMP_DOB_B1","RAILE_STUMP_DIB_B1","RAILE_STUMP_DIB_B2","CWD_DECAY_RATIO1","CWD_DECAY_RATIO2","CWD_DECAY_RATIO3","CWD_DECAY_RATIO4","CWD_DECAY_RATIO5","DWM_CARBON_RATIO","STANDING_DEAD_DECAY_RATIO1","STANDING_DEAD_DECAY_RATIO2","STANDING_DEAD_DECAY_RATIO3","STANDING_DEAD_DECAY_RATIO4","STANDING_DEAD_DECAY_RATIO5","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","DRYWT_TO_GREENWT_CONVERSION"
6189,"Astronidium","Astronidium","spp.","","","ASTRO4",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.68,,0.68,,,,,,0.68,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6190,"Astronidium subcordata","Astronidium","subcordata","","","ASSU31",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.68,,0.68,,,,,,0.68,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6193,"ifi ifi","Atuna","racemosa","","","ATRA2",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.65,,0.65,,,,,,0.65,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6197,"Bilimbi","Averrhoa","bilimbi","","","AVBI",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.42,,0.42,,,,,,0.42,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6198,"carambola","Averrhoa","carambola","","","AVCA",54,54,54,54,3,37,980,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6199,"Averrhoa","Averrhoa","spp.","","","AVERR",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.56,,0.56,,,,,,0.56,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6200,"biut","Avicennia","alba","","","AVAL",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.53,,0.53,,,,,,0.53,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6203,"Avicennia marina","Avicennia","marina","","","AVMA3",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.65,,0.65,,,,,,0.65,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6205,"Avicennia","Avicennia","spp.","","","AVICE",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.65,,0.65,,,,,,0.65,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6206,"neem","Azadirachta","indica","","","AZIN2",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6208,"Saitamu","Baccaurea","taitensis","","","BATA",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.58,,0.58,,,,,,0.58,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6212,"European larch","Larix","decidua","","","LADE2",56,56,,,2,20,,"X","X","X","","X","","S","","","","","","N","X","","","","",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2014-05-01,"440","",2017-02-16,"798795",1.76
6213,"ralm","Badusa","palauensis","","","BAPA8",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.65,,0.65,,,,,,0.65,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6215,"bamboo","Bambusa","spp.","","","BAMBU",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.5,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6216,"common bamboo","Bambusa","vulgaris","","","BAVU2",54,54,54,54,3,37,980,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6217,"Puerto Rico palo de ramon","Banara","portoricensis","","","BAPO",54,54,54,,3,37,986,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6218,"bottle-palm","Beaucarnea","recurvata","","","BERE4",54,54,,54,3,37,980,"","","X","","","","H","","","","","","N","","","","P","",1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2018-01-04,"981125","",,"",1.75847359398216
6219,"Vanderbilt's palo de ramon","Banara","vanderbiltii","","","BAVA2",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6220,"sea putat","Barringtonia","asiatica","","","BAAS3",54,54,54,54,3,37,980,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6221,"langaasag","Barringtonia","racemosa","","","BARA5",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.43,,0.43,,,,,,0.43,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6222,"falaga","Barringtonia","samoensis","","","BASA9",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.46925,,0.46925,,,,,,0.46925,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6223,"Barringtonia","Barringtonia","spp.","","","BARRI",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.46925,,0.46925,,,,,,0.46925,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6224,"Bastardiopsis eggersii","Bastardiopsis","eggersii","","","BAEG6",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6225,"Bauhinia binata","Bauhinia","binata","","","BABI6",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.6888,,0.6888,,,,,,0.6888,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6226,"Napoleon's plume","Bauhinia","monandra","","","BAMO2",54,54,54,54,3,37,985,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6227,"petite flamboyant bauhinia","Bauhinia","multinervia","","","BAMU3",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6228,"railroadfence","Bauhinia","pauletia","","","BAPA3",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6229,"butterfly tree","Bauhinia","purpurea","","","BAPU",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6230,"bauhinia","Bauhinia","spp.","","","BAUHI",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.6888,,0.6888,,,,,,0.6888,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6231,"St. Thomas tree","Bauhinia","tomentosa","","","BATO",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6232,"mountain ebony","Bauhinia","variegata","","","BAVA",54,54,54,,3,37,990,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2018-05-11,"126144",1.758473594
6970,"mamala","Dysoxylum","samoense","","","DYSA",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.52521,,0.52521,,,,,,0.52521,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6971,"Dysoxylum","Dysoxylum","spp.","","","DYSOX",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.58,,0.58,,,,,,0.58,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6972,"Dysoxylum mollissimum ssp. Molle","Dysoxylum","mollissimum","","","DYMOM",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.544,,0.544,,,,,,0.544,,,,,,,,,,,,,,,,,,"",2016-05-05,"77777","",2017-02-16,"798795",1.76
6973,"oil nut palm","Elaeis","guineensis","","","ELGU",53,53,,53,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6974,"Kosrae elaeocarpus","Elaeocarpus","kusaiensis","","","ELKU2",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,"",2016-02-08,"77777","",2020-06-11,"67572",1.76
6975,"kalia","Elaeocarpus","bifidus","","","ELBI",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6976,"syatak","Elaeocarpus","carolinensis","","","ELCA20",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6977,"`a`mati`e","Elaeocarpus","floridanus","","","ELFL6",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6978,"Elaeocarpus graeffei","Elaeocarpus","graeffei","","","ELGR",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6979,"sapatua","Elaeocarpus","grandis","","","ELGR6",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6980,"joga","Elaeocarpus","joga","","","ELJO",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6981,"Elaeocarpus kerstingianus","Elaeocarpus","kerstingianus","","","ELKE",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6982,"maratte, opop","Elaeocarpus","kusanoi","","","ELKU",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6983,"Elaeocarpus","Elaeocarpus","spp.","","","ELAEO",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6984,"aamatie","Elaeocarpus","tonganus","","","ELTO4",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6985,"Elaeocarpus","Elaeocarpus","ulianus","","","ELUL",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6990,"taputoi","Elattostachys","falcata","","","ELFA3",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.66297,,0.66297,,,,,,0.66297,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6991,"red elderberry","Sambucus","racemosa","","","SARA2",55,55,,,3,37,,"X","X","X","","X","","H","","","","","","N","X","","","","",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2014-05-01,"440","",2017-02-16,"798795",1.76
6992,"utuutu","Eleocharis","dulcis","","","ELDU3",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.5,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6994,"elaeocarpa","Endiandra","elaeocarpa","","","ENEL",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.64575,,0.64575,,,,,,0.64575,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
6996,"monkeysoap","Enterolobium","cyclocarpum","","","ENCY",54,54,54,54,3,37,980,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
6997,"bronze loquat","Eriobotrya","deflexa","","","ERDE16",55,55,,,3,37,990,"","","X","","","","H","","","","","","Y","","X","","","",7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2017-11-30,"981125","",2018-05-11,"126144",1.758473594
6998,"loquat","Eriobotrya","japonica","","","ERJA3",54,54,54,54,3,37,980,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
7000,"blacktorch","Erithalis","fruticosa","","","ERFR4",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
7003,"naked coral tree","Erythrina","coralloides","","","ERCO",55,55,,,3,37,,"","","X","","","","H","","","","","","Y","","X","","","",7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2017-11-30,"981125","",,"",1.758473594
7004,"machete","Erythrina","berteriana","","","ERBE3",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
7005,"coral erythrina","Erythrina","corallodendron","","","ERCO22",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
7006,"crybabytree","Erythrina","crista-galli","","","ERCR6",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
7007,"cock's spur","Erythrina","eggersii","","","EREG",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
7008,"bucayo","Erythrina","fusca","","","ERFU2",54,54,54,54,3,37,980,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
7011,"mountain immortelle","Erythrina","poeppigiana","","","ERPO5",54,54,54,,3,37,986,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
7012,"wili wili","Erythrina","sandwicensis","","","ERSA11",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.258,,0.258,,,,,,0.258,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
7013,"erythrina","Erythrina","spp.","","","ERYTH",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.258,,0.258,,,,,,0.258,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
7014,"gatae palagi","Erythrina","subumbrans","","","ERSU15",54,54,,54,3,37,,"","","X","","","","H","","","","","","N","","","","P","",5,,8,,,,,,,,,,,,0.23,,0.23,,,,,,0.23,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",2017-02-16,"798795",1.76
7015,"tiger's claw","Erythrina","variegata","","","ERVA7",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,"",2010-09-22,"10854","",2017-02-16,"798795",1.75847359398215701559762004703938382405E00
