"","CN","PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","CONDID","SPCD","SPGRPCD","STOCKING","TREECOUNT","TOTAGE","TREECOUNT_CALC","TPA_UNADJ","CYCLE","SUBCYCLE","DAMAGE_AGENT_CD1_SRS","PCT_AFFECTED_DAMAGE_AGENT1_SRS","DAMAGE_AGENT_CD2_SRS","PCT_AFFECTED_DAMAGE_AGENT2_SRS","DAMAGE_AGENT_CD3_SRS","PCT_AFFECTED_DAMAGE_AGENT3_SRS","AGECD_RMRS","COUNTCHKCD_RMRS"
"10371",445300705489998,300161314489998,2016,27,1,137,28905,4,1,12,6,0.0023,5,NA,5,374.826412,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10372",499598254126144,372786643489998,2017,27,1,137,26782,2,2,746,37,0.0024,1,NA,1,74.965282,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10373",499598700126144,372787502489998,2017,27,2,29,20209,3,1,746,37,0.0045,6,NA,6,449.791695,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10374",499587605126144,372787632489998,2017,27,2,135,20924,2,1,746,37,0.3509,1,NA,1,74.965282,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10375",499578130126144,372784122489998,2017,27,2,1,21034,1,1,746,37,26.569,14,NA,14,1049.513954,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10376",499578133126144,372784122489998,2017,27,2,1,21034,2,1,746,37,2.9199,13,NA,13,974.548672,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10377",499578136126144,372784122489998,2017,27,2,1,21034,3,1,746,37,27.7219,11,NA,11,824.618107,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10378",499578137126144,372784122489998,2017,27,2,1,21034,4,1,746,37,0.2246,1,NA,1,74.965282,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10379",445274299489998,300160158489998,2016,27,2,7,20946,2,1,746,37,0.0015,2,NA,2,149.930565,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10380",445286777489998,300160803489998,2016,27,1,71,22488,1,1,12,6,0.0004,1,NA,1,74.965282,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10381",445286779489998,300160803489998,2016,27,1,71,22488,2,1,12,6,0.0004,1,NA,1,74.965282,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10382",445286782489998,300160803489998,2016,27,1,71,22488,4,1,12,6,0.0065,15,NA,15,1124.479237,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10383",445287186489998,300160810489998,2016,27,2,21,20267,2,1,746,37,0.0021,2,NA,2,149.930565,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10384",445305341489998,300161460489998,2016,27,1,31,21235,1,1,12,6,0.0005,1,NA,1,74.965282,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10385",445305344489998,300161460489998,2016,27,1,31,21235,2,1,12,6,0.0016,3,NA,3,224.895847,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10386",234691961020004,15739984020004,2013,27,1,71,22390,1,1,12,6,0.0001,1,NA,1,74.965282,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10387",234691964020004,15739984020004,2013,27,1,71,22390,1,1,746,37,0.0001,28,NA,28,2099.027909,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10388",234691969020004,15739984020004,2013,27,1,71,22390,2,1,746,37,0.0001,15,NA,15,1124.479237,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10389",234691971020004,15739984020004,2013,27,1,71,22390,3,2,12,6,0.0231,7,NA,7,524.756977,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10390",234691973020004,15739984020004,2013,27,1,71,22390,4,1,12,6,2.863,6,NA,6,449.791695,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10391",234691975020004,15739984020004,2013,27,1,71,22390,4,1,746,37,5.3186,7,NA,7,524.756977,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10392",234696546020004,15740069020004,2013,27,2,35,20098,2,1,746,37,0.002,2,NA,2,149.930565,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10393",445294208489998,300161057489998,2016,27,1,31,21047,1,1,12,6,0.0013,3,NA,3,224.895847,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10394",445327550489998,300162503489998,2016,27,2,21,29146,3,2,12,6,0.0628,28,NA,28,2099.027909,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10395",445332799489998,300163007489998,2016,27,1,31,20441,1,1,12,6,1.0448,4,NA,4,299.86113,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10396",445332801489998,300163007489998,2016,27,1,31,20441,2,1,12,6,0.0001,34,NA,34,2548.819603,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10397",445332803489998,300163007489998,2016,27,1,31,20441,3,1,12,6,0.0001,3,NA,3,224.895847,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10398",445275869489998,300160261489998,2016,27,2,7,20837,1,1,746,37,30,4,NA,4,299.86113,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10399",445275871489998,300160261489998,2016,27,2,7,20837,3,1,746,37,0.0001,20,NA,20,1499.305649,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10400",445276370489998,300160272489998,2016,27,2,21,20411,1,1,12,6,0.0005,1,NA,1,74.965282,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10401",445276371489998,300160272489998,2016,27,2,21,20411,2,2,12,6,0.0078,3,NA,3,224.895847,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10402",445276373489998,300160272489998,2016,27,2,21,20411,3,1,746,37,0.0036,4,NA,4,299.86113,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10403",499604692126144,372786699489998,2017,27,2,1,21024,2,1,12,6,0.0013,3,NA,3,224.895847,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10404",499604693126144,372786699489998,2017,27,2,1,21024,4,1,12,6,0.0022,5,NA,5,374.826412,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10405",234667935020004,15739053020004,2013,27,4,89,20607,1,1,746,37,0.0007,1,NA,1,74.965282,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10406",234677993020004,15739557020004,2013,27,1,137,25848,1,1,12,6,0.0073,17,NA,17,1274.409802,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10407",234677994020004,15739557020004,2013,27,1,137,25848,2,1,12,6,0.0022,5,NA,5,374.826412,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10408",234677998020004,15739557020004,2013,27,1,137,25848,4,1,12,6,0.0013,3,NA,3,224.895847,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10409",234678005020004,15739557020004,2013,27,1,137,25848,4,1,746,37,0.0015,2,NA,2,149.930565,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10410",445294213489998,300161057489998,2016,27,1,31,21047,2,1,746,37,0.0007,1,NA,1,74.965282,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10411",445294214489998,300161057489998,2016,27,1,31,21047,3,1,12,6,0.0004,1,NA,1,74.965282,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10412",445294216489998,300161057489998,2016,27,1,31,21047,4,1,12,6,0.0004,1,NA,1,74.965282,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10413",445320729489998,300162130489998,2016,27,1,137,27022,3,1,12,6,0.4408,2,NA,2,149.930565,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10414",445313787489998,300161792489998,2016,27,1,137,26439,3,1,12,6,0.0038,7,NA,7,524.756977,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10415",445313788489998,300161792489998,2016,27,1,137,26439,4,1,12,6,0.0022,4,NA,4,299.86113,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10416",445277147489998,300160294489998,2016,27,1,137,26261,1,1,746,37,0.002,2,NA,2,149.930565,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10417",445277153489998,300160294489998,2016,27,1,137,26261,3,1,746,37,0.0991,2,NA,2,149.930565,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10418",445277154489998,300160294489998,2016,27,1,137,26261,4,1,746,37,0.0059,6,NA,6,449.791695,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10419",445326279489998,300162456489998,2016,27,1,71,22593,1,1,12,6,0.0001,1,NA,1,74.965282,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10420",445326284489998,300162456489998,2016,27,1,71,22593,4,2,12,6,1.6926,3,NA,3,224.895847,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10421",445296591489998,300161143489998,2016,27,1,137,26971,1,1,12,6,0.0004,1,NA,1,74.965282,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10422",499599350126144,372787648489998,2017,27,2,77,20521,3,1,12,6,0.0004,1,NA,1,74.965282,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10423",499627966126144,372786950489998,2017,27,2,61,20076,1,1,746,37,0.0121,8,NA,8,599.72226,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10424",499627971126144,372786950489998,2017,27,2,61,20076,3,3,12,6,0.0017,1,NA,1,74.965282,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10425",499627975126144,372786950489998,2017,27,2,61,20076,3,3,746,37,0.003,1,NA,1,74.965282,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10426",445300476489998,300161307489998,2016,27,1,137,26507,1,1,12,6,0.0017,3,NA,3,224.895847,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10427",445297204489998,300161172489998,2016,27,1,17,20286,1,1,12,6,0.2821,2,NA,2,149.930565,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10428",445297206489998,300161172489998,2016,27,1,17,20286,1,1,746,37,0.2246,1,NA,1,74.965282,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10429",499619711126144,372787970489998,2017,27,2,5,20205,1,1,746,37,0.0007,1,NA,1,74.965282,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10430",445313645489998,300161789489998,2016,27,1,137,20273,1,1,12,6,0.1881,1,NA,1,74.965282,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10431",445313646489998,300161789489998,2016,27,1,137,20273,2,2,746,37,0.003,1,NA,1,74.965282,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10432",445313647489998,300161789489998,2016,27,1,137,20273,3,1,12,6,18.8072,2,NA,2,149.930565,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10433",445313649489998,300161789489998,2016,27,1,137,20273,4,1,12,6,0.1881,1,NA,1,74.965282,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10434",499607762126144,372784413489998,2017,27,2,29,20579,1,1,12,6,0.0009,2,NA,2,149.930565,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10435",499597000126144,372786157489998,2017,27,1,75,20323,1,1,12,6,0.0009,2,NA,2,149.930565,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10436",445323213489998,300162238489998,2016,27,3,139,20207,3,1,746,37,0.0007,1,NA,1,74.965282,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10437",445294210489998,300161057489998,2016,27,1,31,21047,2,1,12,6,0.0039,9,NA,9,674.687542,15,3,NA,NA,NA,NA,NA,NA,NA,NA
"10438",234692959020004,15739998020004,2013,27,1,71,22154,2,1,12,6,0.0004,1,NA,1,74.965282,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10439",234692962020004,15739998020004,2013,27,1,71,22154,4,1,12,6,0.0013,3,NA,3,224.895847,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10440",499597004126144,372786157489998,2017,27,1,75,20323,2,1,12,6,0.0039,9,NA,9,674.687542,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10441",499597007126144,372786157489998,2017,27,1,75,20323,3,1,12,6,0.0009,2,NA,2,149.930565,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10442",499597009126144,372786157489998,2017,27,1,75,20323,4,1,12,6,0.0039,9,NA,9,674.687542,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10443",499588125126144,372784211489998,2017,27,1,71,20336,1,1,746,37,0.004,4,NA,4,299.86113,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10444",499588126126144,372784211489998,2017,27,1,71,20336,2,2,12,6,0.0052,3,NA,3,224.895847,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10445",499588130126144,372784211489998,2017,27,1,71,20336,3,1,12,6,0.0029,5,NA,5,374.826412,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10446",499588134126144,372784211489998,2017,27,1,71,20336,3,1,746,37,0.003,3,NA,3,224.895847,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10447",499588139126144,372784211489998,2017,27,1,71,20336,4,1,746,37,0.0023,1,NA,1,74.965282,15,4,NA,NA,NA,NA,NA,NA,NA,NA
"10448",234671886020004,15739280020004,2013,27,4,89,20892,2,1,746,37,0.2496,1,NA,1,74.965282,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10449",234671925020004,15739281020004,2013,27,2,135,20684,1,1,746,37,0.0001,4,NA,4,299.86113,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10450",234671928020004,15739281020004,2013,27,2,135,20684,2,1,746,37,0.7325,17,NA,17,1274.409802,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10451",234671931020004,15739281020004,2013,27,2,135,20684,3,1,746,37,0.5348,1,NA,1,74.965282,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10452",234671933020004,15739281020004,2013,27,2,135,20684,4,1,746,37,30,13,NA,13,974.548672,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10453",234671974020004,15739284020004,2013,27,4,69,20134,3,1,746,37,0.001,1,NA,1,74.965282,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10454",234671976020004,15739284020004,2013,27,4,69,20134,4,1,746,37,0.0014,1,NA,1,74.965282,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"10455",99025001010661,99024978010661,2005,27,1,75,24712,3,1,12,6,0.0012,2,NA,2,149.930565,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10456",99024996010661,99024978010661,2005,27,1,75,24712,1,1,12,6,0.004,7,NA,7,524.756977,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10457",99025004010661,99024978010661,2005,27,1,75,24712,4,1,12,6,0.0086,15,NA,15,1124.479237,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10458",98940090010661,98940072010661,2005,27,2,21,20935,1,1,12,6,1.1334,2,NA,2,149.930565,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10459",98948443010661,98948424010661,2005,27,1,31,21487,4,2,12,6,2.3509,2,NA,2,149.930565,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10460",99048354010661,99048340010661,2005,27,2,7,20310,1,1,12,6,0.0013,3,NA,3,224.895847,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10461",99048356010661,99048340010661,2005,27,2,7,20310,2,1,12,6,0.0017,4,NA,4,299.86113,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10462",98934833010661,98934819010661,2005,27,2,21,20259,1,1,12,6,0.0009,2,NA,2,149.930565,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10463",98934834010661,98934819010661,2005,27,2,21,20259,2,1,12,6,0.0004,1,NA,1,74.965282,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10464",98934836010661,98934819010661,2005,27,2,21,20259,3,1,12,6,0.0013,3,NA,3,224.895847,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10465",98934837010661,98934819010661,2005,27,2,21,20259,4,1,12,6,0.0004,1,NA,1,74.965282,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10466",98963783010661,98963764010661,2005,27,1,137,26320,2,1,746,37,0.0089,6,NA,6,449.791695,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10467",720590663290487,514080899126144,2019,27,2,61,21428,4,1,746,37,0.0007,1,NA,1,74.965282,16,1,NA,NA,NA,NA,NA,NA,NA,NA
"10468",98994329010661,98994312010661,2005,27,4,119,21087,4,1,12,6,0.0039,9,NA,9,674.687542,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10469",98950920010661,98950900010661,2005,27,1,31,29322,2,1,12,6,0.0095,11,NA,11,824.618107,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10470",98950921010661,98950900010661,2005,27,1,31,29322,4,2,12,6,0.5642,2,NA,2,149.930565,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10471",98950918010661,98950900010661,2005,27,1,31,29322,1,1,12,6,0.006,7,NA,7,524.756977,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10472",98950919010661,98950900010661,2005,27,1,31,29322,1,1,746,37,0.0045,3,NA,3,224.895847,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10473",98921414010661,98921400010661,2005,27,1,71,20209,1,1,12,6,0.0004,1,NA,1,74.965282,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10474",99277740010661,99277719010661,2005,27,1,17,20075,3,1,12,6,0.0013,3,NA,3,224.895847,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10475",98971927010661,98971910010661,2005,27,1,137,26994,1,1,746,37,0.0069,7,NA,7,524.756977,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10476",98971928010661,98971910010661,2005,27,1,137,26994,2,1,746,37,0.005,5,NA,5,374.826412,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10477",98971930010661,98971910010661,2005,27,1,137,26994,4,1,746,37,0.0357,36,NA,36,2698.750168,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10478",99231222010661,99231203010661,2005,27,1,137,27513,1,1,746,37,0.0001,65,NA,65,4872.743359,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10479",99231224010661,99231203010661,2005,27,1,137,27513,2,1,746,37,0.0001,77,NA,77,5772.326749,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10480",99231226010661,99231203010661,2005,27,1,137,27513,3,2,746,37,0.065,9,NA,9,674.687542,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10481",99231228010661,99231203010661,2005,27,1,137,27513,4,1,746,37,6.5534,48,NA,48,3598.333558,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10482",98966238010661,98966223010661,2005,27,1,137,25841,2,1,746,37,8.1674,8,NA,8,599.72226,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10483",98966239010661,98966223010661,2005,27,1,137,25841,3,1,746,37,30,22,NA,22,1649.236214,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10484",98912123010661,98912099010661,2005,27,2,61,29185,4,3,746,37,0.0178,6,NA,6,449.791695,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10485",99023787010661,99023768010661,2005,27,1,75,29169,4,1,12,6,0.0043,10,NA,10,749.652825,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10486",99023789010661,99023768010661,2005,27,1,75,29169,4,1,746,37,0.0007,1,NA,1,74.965282,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10487",99023784010661,99023768010661,2005,27,1,75,29169,2,1,12,6,0.0013,3,NA,3,224.895847,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10488",99023782010661,99023768010661,2005,27,1,75,29169,1,1,12,6,0.0013,3,NA,3,224.895847,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10489",98925703010661,98925685010661,2005,27,1,71,22595,1,1,746,37,21.0091,2,NA,2,149.930565,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10490",98925706010661,98925685010661,2005,27,1,71,22595,3,1,746,37,0.2995,1,NA,1,74.965282,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10491",98925707010661,98925685010661,2005,27,1,71,22595,4,1,746,37,0.0001,10,NA,10,749.652825,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10492",99024880010661,99024866010661,2005,27,1,75,24108,2,1,12,6,0.0013,3,NA,3,224.895847,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10493",99024881010661,99024866010661,2005,27,1,75,24108,3,1,12,6,0.0009,2,NA,2,149.930565,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10494",99024884010661,99024866010661,2005,27,1,75,24108,4,1,12,6,0.0026,6,NA,6,449.791695,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10495",720558933290487,514079485126144,2019,27,1,75,20379,3,1,12,6,0.0004,1,NA,1,74.965282,16,1,NA,NA,NA,NA,NA,NA,NA,NA
"10496",720560193290487,514079521126144,2019,27,1,137,20427,1,1,746,37,0.0023,3,NA,3,224.895847,16,1,NA,NA,NA,NA,NA,NA,NA,NA
"10497",720560195290487,514079521126144,2019,27,1,137,20427,2,1,746,37,0.0015,2,NA,2,149.930565,16,1,NA,NA,NA,NA,NA,NA,NA,NA
"10498",720560197290487,514079521126144,2019,27,1,137,20427,3,1,746,37,0.0046,6,NA,6,449.791695,16,1,NA,NA,NA,NA,NA,NA,NA,NA
"10499",720560200290487,514079521126144,2019,27,1,137,20427,4,1,746,37,0.0031,4,NA,4,299.86113,16,1,NA,NA,NA,NA,NA,NA,NA,NA
"10500",720551496290487,514079005126144,2019,27,2,77,20647,1,1,12,6,13.9636,6,NA,6,449.791695,16,1,NA,NA,NA,NA,NA,NA,NA,NA
"10501",99024270010661,99024252010661,2005,27,1,75,24618,1,1,12,6,0.0023,4,NA,4,299.86113,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10502",99024273010661,99024252010661,2005,27,1,75,24618,2,1,12,6,0.015,26,NA,26,1949.097344,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10503",99024279010661,99024252010661,2005,27,1,75,24618,4,2,12,6,0.0069,4,NA,4,299.86113,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10504",99223976010661,99223960010661,2005,27,1,75,24659,2,1,12,6,0.0216,1,NA,1,74.965282,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10505",99223977010661,99223960010661,2005,27,1,75,24659,3,1,12,6,0.0013,3,NA,3,224.895847,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10506",99223980010661,99223960010661,2005,27,1,75,24659,4,1,12,6,0.0004,1,NA,1,74.965282,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10507",99254101010661,99254082010661,2005,27,1,75,29277,1,1,12,6,1.085,1,NA,1,74.965282,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10508",99254104010661,99254082010661,2005,27,1,75,29277,3,2,12,6,0.6133,1,NA,1,74.965282,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10509",98969236010661,98969222010661,2005,27,1,137,26114,1,1,12,6,0.7053,5,NA,5,374.826412,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10510",98969243010661,98969222010661,2005,27,1,137,26114,4,1,12,6,1.9748,14,NA,14,1049.513954,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10511",98970144010661,98970125010661,2005,27,1,137,25261,1,1,12,6,0.0013,2,NA,2,149.930565,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10512",98970149010661,98970125010661,2005,27,1,137,25261,1,1,746,37,0.0022,2,NA,2,149.930565,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10513",98970150010661,98970125010661,2005,27,1,137,25261,2,1,12,6,0.0006,1,NA,1,74.965282,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10514",98925419010661,98925404010661,2005,27,1,71,22824,3,1,12,6,0.0004,1,NA,1,74.965282,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10515",98925421010661,98925404010661,2005,27,1,71,22824,4,1,12,6,0.0022,5,NA,5,374.826412,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10516",98925418010661,98925404010661,2005,27,1,71,22824,2,1,12,6,0.0004,1,NA,1,74.965282,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10517",98997017010661,98997001010661,2005,27,4,89,20508,3,2,746,37,0.0059,2,NA,2,149.930565,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10518",98930566010661,98930548010661,2005,27,1,71,23095,4,1,746,37,0.0022,3,NA,3,224.895847,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10519",99024885010661,99024866010661,2005,27,1,75,24108,4,1,746,37,0.0045,6,NA,6,449.791695,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10520",99000504010661,99000488010661,2005,27,3,97,20579,3,2,746,37,101.7943,3,NA,3,224.895847,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10521",98922716010661,98922688010661,2005,27,1,71,22433,4,1,746,37,0.0089,12,NA,12,899.583389,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10522",98922705010661,98922688010661,2005,27,1,71,22433,1,1,746,37,0.0022,3,NA,3,224.895847,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10523",98963137010661,98963121010661,2005,27,1,137,27590,4,1,746,37,0.0178,24,NA,24,1799.166779,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10524",98938225010661,98938204010661,2005,27,2,21,20886,3,2,746,37,0.0073,2,NA,2,149.930565,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10525",98941198010661,98941184010661,2005,27,2,21,21024,1,1,12,6,0.0035,8,NA,8,599.72226,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10526",98941199010661,98941184010661,2005,27,2,21,21024,3,1,12,6,0.0017,4,NA,4,299.86113,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10527",98941201010661,98941184010661,2005,27,2,21,21024,4,1,12,6,0.0001,7,NA,7,524.756977,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10528",99269012010661,99268992010661,2005,27,2,61,29009,3,1,12,6,0.0006,1,NA,1,74.965282,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10529",98938987010661,98938968010661,2005,27,2,21,20368,3,2,746,37,0.0089,3,NA,3,224.895847,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10530",98938989010661,98938968010661,2005,27,2,21,20368,4,1,746,37,2.6953,9,NA,9,674.687542,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10531",98931540010661,98931526010661,2005,27,1,71,22315,3,1,12,6,0.1411,1,NA,1,74.965282,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10532",99049163010661,99049148010661,2005,27,2,7,20209,1,1,746,37,0.0007,1,NA,1,74.965282,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10533",99049164010661,99049148010661,2005,27,2,7,20209,2,1,746,37,0.0236,7,NA,7,524.756977,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10534",98926189010661,98926161010661,2005,27,1,71,22266,4,1,746,37,0.0082,11,NA,11,824.618107,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10535",98926187010661,98926161010661,2005,27,1,71,22266,4,1,12,6,0.0009,2,NA,2,149.930565,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10536",99033066010661,99033051010661,2005,27,2,87,20148,1,1,746,37,0.4679,1,NA,1,74.965282,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10537",99033069010661,99033051010661,2005,27,2,87,20148,2,1,746,37,0.8984,4,NA,4,299.86113,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10538",99033072010661,99033051010661,2005,27,2,87,20148,3,1,746,37,0.8639,1,NA,1,74.965282,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"10539",98922712010661,98922688010661,2005,27,1,71,22433,3,1,746,37,0.0007,1,NA,1,74.965282,13,2,NA,NA,NA,NA,NA,NA,NA,NA
